year,month,temp,precip
1975,10,-11.60000038,16.80000114
1975,11,-24.30000114,22
1975,12,-33.70000076,6.700000286
1976,1,-30.39999962,13.69999981
1976,2,-34.60000229,5.800000191
1976,3,-28.70000076,3.900000095
1976,4,-20.60000038,4.900000095
1976,5,-5.5,3.299999952
1976,6,7.300000191,32.70000076
1976,7,11.19999981,32.10000229
1976,8,9,17.10000038
1976,9,3.200000048,14.80000019
1976,10,-14.69999981,8.800000191
1976,11,-27.30000114,6.300000191
1976,12,-34.5,5.099999905
1977,1,-28.5,14.69999981
1977,2,-34.29999924,8.900000572
1977,3,-32.20000076,1.5
1977,4,-15.69999981,5.400000095
1977,5,-3.700000048,8.199999809
1977,6,9,21.10000038
1977,7,12.69999981,16.30000114
1977,8,10.40000057,46.5
1977,9,3,51.29999924
1977,10,-12.90000057,15.69999981
1977,11,-28.39999962,10.5
1977,12,-30.70000076,14.90000057
1978,1,-28.60000038,18.60000038
1978,2,-34.70000076,6.300000191
1978,3,-25,1.200000048
1978,4,-18.10000038,6.200000286
1978,5,-3,6.099999905
1978,6,7,12
1978,7,10.80000019,43.79999924
1978,8,8.699999809,34.70000076
1978,9,0.600000024,6.400000095
1978,10,-10.69999981,11.40000057
1978,11,-22.60000038,9.199999809
1978,12,-34.70000076,7.700000286
1979,1,-28.60000038,13.30000019
1979,2,-27.30000114,14.30000019
1979,3,-27.39999962,4.099999905
1979,4,-21.20000076,2.799999952
1979,5,-2.5,7.300000191
1979,6,7,18.80000114
1979,7,9.800000191,49.40000153
1979,8,6.900000095,36
1979,9,-0.100000001,28.80000114
1979,10,-13.5,9.300000191
1979,11,-27.30000114,14.19999981
1979,12,-32.79999924,12.30000019
1980,1,-28.20000076,7.5
1980,2,-28.89999962,13.19999981
1980,3,-26.5,3.900000095
1980,4,-19.89999962,1.100000024
1980,5,-4,2.200000048
1980,6,8,28.20000076
1980,7,10.10000038,48
1980,8,9.100000381,17.60000038
1980,9,3.100000143,6.700000286
1980,10,-12.60000038,16.5
1980,11,-30.5,7.400000095
1980,12,-26.80000114,5.700000286
1981,1,-30.60000038,10
1981,2,-30.20000076,6.099999905
1981,3,-25.5,5
1981,4,-14.90000057,5.900000095
1981,5,-1.5,6.700000286
1981,6,9.100000381,23.89999962
1981,7,10.69999981,51.40000153
1981,8,8.800000191,22.80000114
1981,9,1.899999976,19
1981,10,-8.900000572,11.60000038
1981,11,-23.70000076,6.800000191
1981,12,-32.60000229,12.19999981
1982,1,-33.79999924,16.30000114
1982,2,-27.10000038,12.60000038
1982,3,-26.20000076,5.5
1982,4,-17.70000076,12.69999981
1982,5,-6.800000191,8.100000381
1982,6,6.400000095,8.5
1982,7,11.30000019,5
1982,8,8.900000572,10.90000057
1982,9,2.299999952,16
1982,10,-10.30000019,16.5
1982,11,-30.20000076,14
1982,12,-31.5,13.5
1983,1,-30.5,10
1983,2,-31.39999962,5
1983,3,-26.20000076,2
1983,4,-19.10000038,5.200000286
1983,5,-2.900000095,4.900000095
1983,6,7,9.300000191
1983,7,12.19999981,25.5
1983,8,9.100000381,23
1983,9,2.100000143,22.80000114
1983,10,-15,13.60000038
1983,11,-29.30000114,6.599999905
1983,12,-26.80000114,28
1984,1,-30.30000114,11.5
1984,2,-38.10000229,1.5
1984,3,-26.5,1.5
1984,4,-17.5,3.700000048
1984,5,-2.700000048,13.60000038
1984,6,8.400000572,13.60000038
1984,7,10.19999981,64.20000458
1984,8,7.900000095,38.60000229
1984,9,1.899999976,29.70000076
1984,10,-8.199999809,18.80000114
1984,11,-21.70000076,13.30000019
1984,12,-33.90000153,11.60000038
1985,1,-30.10000038,11.69999981
1985,2,-25.89999962,11.30000019
1985,3,-29.80000114,3.299999952
1985,4,-19.80000114,3.600000143
1985,5,-6.300000191,3.799999952
1985,6,6.900000095,15.10000038
1985,7,12.40000057,27.20000076
1985,8,6.700000286,28.20000076
1985,9,0.600000024,15.5
1985,10,-13.19999981,10.60000038
1985,11,-19.60000038,22.60000038
1985,12,-27.80000114,9.300000191
1986,1,-35.20000076,3.400000095
1986,2,-28.20000076,8.5
1986,3,-27.89999962,5.400000095
1986,4,-14.80000019,2.400000095
1986,5,-2.400000095,12.19999981
1986,6,8.800000191,16.80000114
1986,7,9.800000191,38.10000229
1986,8,6.800000191,18.20000076
1986,9,0,23.30000114
1986,10,-12.5,13.30000019
1986,11,-20.5,8.800000191
1986,12,-29.89999962,11.40000057
1987,1,-30.80000114,10.69999981
1987,2,-35.90000153,1.300000072
1987,3,-25.30000114,5.800000191
1987,4,-19.30000114,3.100000143
1987,5,-3.5,6
1987,6,7.099999905,29.70000076
1987,7,12.80000019,9.800000191
1987,8,8.900000572,31.5
1987,9,0.400000006,16.60000038
1987,10,-10.90000057,23.5
1987,11,-28.89999962,7.099999905
1987,12,-37.29999924,12.60000038
1988,1,-30,13.5
1988,2,-30.10000038,11.40000057
1988,3,-27.60000038,0.400000006
1988,4,-16.10000038,3.400000095
1988,5,-4.300000191,2.100000143
1988,6,8,8.300000191
1988,7,13.10000038,34.79999924
1988,8,7.300000191,36.5
1988,9,2.700000048,13.69999981
1988,10,-9.100000381,10.40000057
1988,11,-25.89999962,3.900000095
1988,12,-31,4.400000095
1989,1,-37.5,9.199999809
1989,2,-23.89999962,20.30000114
1989,3,-23.70000076,5.900000095
1989,4,-18.39999962,11
1989,5,-3.200000048,9
1989,6,10,12.10000038
1989,7,11.10000038,27.30000114
1989,8,8.5,61
1989,9,4.099999905,15.30000019
1989,10,-10.30000019,16.10000038
1989,11,-27,6.700000286
1989,12,-28.5,4.5
1990,1,-33.5,3.200000048
1990,2,-37,1.600000024
1990,3,-22.60000038,3.400000095
1990,4,-11.60000038,6.700000286
1990,5,0.5,9.300000191
1990,6,9,30.20000076
1990,7,11.5,41
1990,8,10,35.5
1990,9,1.5,31.20000076
1990,10,-11.10000038,20.89999962
1990,11,-23.80000114,29.70000076
1990,12,-33.60000229,8
1991,1,-33.29999924,3.700000048
1991,2,-32.70000076,6.700000286
1991,3,-27.30000114,9.400000572
1991,4,-15.5,5.300000191
1991,5,-2,10.30000019
1991,6,11.60000038,14.69999981
1991,7,14.19999981,21.5
1991,8,12.10000038,20.80000114
1991,9,2.100000143,26.20000076
1991,10,-8.800000191,19.39999962
1991,11,-20.30000114,14.19999981
1991,12,-31.39999962,12.60000038
1992,1,-34.20000076,8.100000381
1992,2,-32.5,11.10000038
1992,3,-29.5,2.299999952
1992,4,-14.80000019,6.900000095
1992,5,-3.600000143,11
1992,6,7.400000095,32.29999924
1992,7,12.10000038,21
1992,8,6.400000095,22.5
1992,9,0.400000006,4.900000095
1992,10,-13.40000057,14.19999981
1992,11,-26.5,21.30000114
1992,12,-33.70000076,15.19999981
1993,1,-37,10
1993,2,-26.5,10.69999981
1993,3,-28.10000038,2.900000095
1993,4,-16.89999962,3.600000143
1993,5,-2.5,6.200000286
1993,6,9.199999809,12.10000038
1993,7,13.5,36.60000229
1993,8,6.700000286,24.60000038
1993,9,-1,9.5
1993,10,-13.69999981,17
1993,11,-25.89999962,16.10000038
1993,12,-39.10000229,4.5
1994,1,-29.89999962,5.800000191
1994,2,-25.60000038,5.900000095
1994,3,-29.30000114,1.200000048
1994,4,-17.89999962,2.200000048
1994,5,-3.100000143,4.700000286
1994,6,9.199999809,9.600000381
1994,7,10.90000057,4.800000191
1994,8,7.700000286,24.60000038
1994,9,2.299999952,10.90000057
1994,10,-10.60000038,11.30000019
1994,11,-27.20000076,10.19999981
1994,12,-34.60000229,8.400000572
1995,1,-32.90000153,8.5
1995,2,-25.30000114,6.700000286
1995,3,-22.5,5.5
1995,4,-17.20000076,1.800000072
1995,5,-1.700000048,5.099999905
1995,6,9.100000381,22
1995,7,12.19999981,21.20000076
1995,8,10.5,24.30000114
1995,9,3.200000048,12.5
1995,10,-11.19999981,6.400000095
1995,11,-17.60000038,7
1995,12,-29.30000114,3.799999952
1996,1,-26.89999962,10.19999981
1996,2,-30.5,7.200000286
1996,3,-23.10000038,9.300000191
1996,4,-16.80000114,3.400000095
1996,5,-2.799999952,10.40000057
1996,6,7.400000095,21.70000076
1996,7,9.699999809,28.80000114
1996,8,8.699999809,25.60000038
1996,9,1.800000072,24.10000038
1996,10,-10.40000057,11.5
1996,11,-23.39999962,24.60000038
1996,12,-29.30000114,11.60000038
1997,1,-31.60000038,5.5
1997,2,-29.5,6.800000191
1997,3,-21.70000076,4.400000095
1997,4,-15.30000019,3.900000095
1997,5,-4.599999905,4.599999905
1997,6,8.900000572,30.70000076
1997,7,12.5,9.300000191
1997,8,10.5,13.19999981
1997,9,1.5,15.30000019
1997,10,-9.100000381,15.5
1997,11,-26.80000114,16.39999962
1997,12,-34.10000229,3.5
1998,1,-32.5,5.5
1998,2,-33.29999924,2.400000095
1998,3,-28.89999962,5
1998,4,-19.60000038,8
1998,5,-7.099999905,4.700000286
1998,6,9,23.89999962
1998,7,12.19999981,15.5
1998,8,6.099999905,18.39999962
1998,9,1.700000048,25.20000076
1998,10,-12.40000057,32.40000153
1998,11,-22.80000114,17.70000076
1998,12,-31.5,5.700000286
1999,1,-32.40000153,4.900000095
1999,2,-36.70000076,4.200000286
1999,3,-28.89999962,4.200000286
1999,4,-19.70000076,1.300000072
1999,5,-3.299999952,4.599999905
1999,6,8.400000572,12.60000038
1999,7,10.10000038,20.80000114
1999,8,7.5,21.30000114
1999,9,2,33.60000229
1999,10,-10.69999981,6.400000095
1999,11,-25.5,16.60000038
1999,12,-33.5,5
2000,1,-36,7.800000191
2000,2,-28.80000114,4
2000,3,-26.20000076,3.100000143
2000,4,-13.5,2.900000095
2000,5,-1.800000072,12.80000019
2000,6,8.900000572,27.70000076
2000,7,13,30.39999962
2000,8,7.300000191,22.60000038
2000,9,1.800000072,18.80000114
2000,10,-11,7.599999905
2000,11,-23.70000076,12.30000019
2000,12,-26.80000114,9.5
2001,1,-35.5,10.30000019
2001,2,-28.39999962,9.900000572
2001,3,-26,3.299999952
2001,4,-14.40000057,2.200000048
2001,5,-0.100000001,11.90000057
2001,6,8.100000381,23.30000114
2001,7,15.40000057,7.099999905
2001,8,7.900000095,24.20000076
2001,9,-0.800000012,34.29999924
2001,10,-11.80000019,11.90000057
2001,11,-21,15.19999981
2001,12,-33,3.700000048
2002,1,-34.60000229,12.30000019
2002,2,-37.60000229,6.200000286
2002,3,-18.89999962,5.800000191
2002,4,-13.69999981,5.700000286
2002,5,-2.200000048,6.099999905
2002,6,9.900000572,7.200000286
2002,7,12.40000057,49.20000076
2002,8,11.10000038,18.39999962
2002,9,2.799999952,18.60000038
2002,10,-10.40000057,15.90000057
2002,11,-22.60000038,12.90000057
2002,12,-28.39999962,13.69999981
2003,1,-29.5,10.30000019
2003,2,-32.90000153,1.300000072
2003,3,-22.10000038,2.299999952
2003,4,-14.80000019,2.600000143
2003,5,-1.700000048,10.10000038
2003,6,7.300000191,36.40000153
2003,7,14.90000057,31.60000038
2003,8,9.400000572,6.400000095
2003,9,5.300000191,14.10000038
2003,10,-7.900000095,14.69999981
2003,11,-22,9.699999809
2003,12,-30.80000114,19.30000114
2004,1,-30.89999962,12
2004,2,-33.79999924,1.5
2004,3,-23.5,4.599999905
2004,4,-16.60000038,3.799999952
2004,5,-1.899999976,6.599999905
2004,6,8.800000191,26.30000114
2004,7,11.90000057,29.30000114
2004,8,10.5,30.60000038
2004,9,3.299999952,14.40000057
2004,10,-11.10000038,31.39999962
2004,11,-24,21.70000076
2004,12,-34.29999924,6.300000191
2005,1,-33.70000076,12.10000038
2005,2,-33.20000076,2.5
2005,3,-24,1.200000048
2005,4,-16.70000076,0.300000012
2005,5,-1.5,4.400000095
2005,6,9.600000381,19.20000076
2005,7,13.10000038,32.20000076
2005,8,10,36.29999924
2005,9,2.799999952,18.80000114
2005,10,-7.099999905,19.10000038
2005,11,-22.5,5.800000191
2005,12,-33,11
2006,1,-35.60000229,3.799999952
2006,2,-29.10000038,19.70000076
2006,3,-24.80000114,5.200000286
2006,4,-21.39999962,3.299999952
2006,5,-1.800000072,10.69999981
2006,6,8.699999809,30.39999962
2006,7,12,46
2006,8,9.900000572,45.40000153
2006,9,4.200000286,26.39999962
2006,10,-8.100000381,19.60000038
2006,11,-17.39999962,20.20000076
2006,12,-31.70000076,6.900000095
2007,1,-33.5,7.800000191
2007,2,-27.10000038,6.200000286
2007,3,-22.39999962,5.800000191
2007,4,-12.80000019,5.099999905
2007,5,0.800000012,5.200000286
2007,6,10.80000019,17.5
2007,7,14.10000038,32.90000153
2007,8,11.40000057,53
2007,9,4.599999905,28
2007,10,-9.100000381,9.699999809
2007,11,-18.70000076,19.39999962
2007,12,-26.20000076,15.10000038
2008,1,-34.10000229,3.100000143
2008,2,-32.10000229,1.800000072
2008,3,-23,1.300000072
2008,4,-17.20000076,6.599999905
2008,5,-0.400000006,6.200000286
2008,6,8,26.30000114
2008,7,10.90000057,46.40000153
2008,8,10.30000019,17.80000114
2008,9,3.799999952,19.80000114
2008,10,-8.5,14.19999981
2008,11,-22.30000114,13.5
2008,12,-26.20000076,14.90000057
2009,1,-33.20000076,5.700000286
2009,2,-35.20000076,7.599999905
2009,3,-24.10000038,3.200000048
2009,4,-15.60000038,5.900000095
2009,5,0.400000006,11.5
2009,6,8.600000381,18.20000076
2009,7,10,26.89999962
2009,8,9.100000381,50
2009,9,3.299999952,3.700000048
2009,10,-8.699999809,24.39999962
2009,11,-24.70000076,8.300000191
2009,12,-25.5,21.30000114
2010,1,-33.29999924,6.599999905
2010,2,-32,7.5
2010,3,-26.10000038,7.800000191
2010,4,-18.20000076,2.400000095
2010,5,1.100000024,1.200000048
2010,6,9.800000191,30.89999962
2010,7,15.40000057,9
2010,8,9.300000191,46
2010,9,4.300000191,37
2010,10,-7.300000191,17.70000076
2010,11,-20.70000076,9.699999809
2010,12,-24.39999962,15.5
2011,1,-29.5,8.300000191
2011,2,-31.70000076,8.400000572
2011,3,-18.89999962,5.300000191
2011,4,-13.19999981,3.400000095
2011,5,-4.300000191,13.80000019
2011,6,9.400000572,20.89999962
2011,7,13.80000019,21.5
2011,8,7.700000286,24.39999962
2011,9,2.400000095,52.79999924
2011,10,-10.69999981,17.10000038
2011,11,-25.5,9
2011,12,-33,6.800000191
2012,1,-30.89999962,8.100000381
2012,2,-34.79999924,1.399999976
2012,3,-27.70000076,0.400000006
2012,4,-14.30000019,7.300000191
2012,5,-0.800000012,3.299999952
2012,6,9.100000381,22.80000114
2012,7,10.90000057,33.40000153
2012,8,8.699999809,52.20000076
2012,9,0.699999988,15.80000019
2012,10,-7.099999905,19.10000038
2012,11,-17.20000076,8.699999809
2012,12,-27.70000076,17.20000076
2013,1,-32.70000076,4.400000095
2013,2,-37.90000153,1.100000024
2013,3,-23.80000114,7.200000286
2013,4,-11.10000038,2.200000048
2013,5,-0.400000006,8.100000381
2013,6,9,29.5
2013,7,12.60000038,48.10000229
2013,8,7.800000191,83.09999847
2013,9,1.600000024,12.40000057
2013,10,-12.19999981,7.300000191
2013,11,-24.20000076,26.30000114
2013,12,-24.70000076,15.19999981
2014,1,-30.89999962,12.30000019
2014,2,-23.89999962,7.800000191
2014,3,-22.89999962,5
2014,4,-13.90000057,6.599999905
2014,5,-3.100000143,6.599999905
2014,6,7.599999905,22.89999962
2014,7,12.60000038,33
2014,8,12.40000057,23.10000038
2014,9,3.799999952,16.5
2014,10,-6,16.60000038
2014,11,-19.39999962,20.89999962
2014,12,-31.30000114,3.900000095
2015,1,-28.60000038,7.700000286
2015,2,-28.89999962,7.300000191
2015,3,-26.30000114,2.100000143
2015,4,-15.40000057,5.900000095
2015,5,-3.5,9
2015,6,10.10000038,17.30000114
2015,7,13.80000019,35.90000153
2015,8,8.600000381,37.5
2015,9,3.700000048,14.69999981
2015,10,-8.900000572,10.60000038
2015,11,-23.80000114,21.20000076
2015,12,-33.5,6.700000286
2016,1,-29.70000076,7.800000191
2016,2,-28,14.80000019
2016,3,-25.20000076,1.899999976
2016,4,-15,2
2016,5,-0.300000012,3.400000095
2016,6,11.60000038,26.30000114
2016,7,12.40000057,43.10000229
2016,8,10.80000019,23.10000038
2016,9,4.200000286,16
2016,10,-7,31.20000076
2016,11,-18,20.39999962
2016,12,-25.39999962,15.80000019
